Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Day of Week ,Time Slot,Ticket Status,Victim Group,Resolution Time
8224,12/9/2020,8/12/2020,09-12-2020 4:48,Hyderabad,132,ASSAULT,65,F,Blunt Object,Violent Crime,16,Yes,1/1/2021,Wednesday,Morning,Solved,Senior,23
7600,11/15/2020,12/11/2020,12-11-2020 17:21,Meerut,194,KIDNAPPING,58,M,Explosives,Other Crime,3,No,,Friday,Afternoon,Pending,Adult,N/A
763,2/2/2020,1/2/2020,02-02-2020 2:16,Mumbai,411,IDENTITY THEFT,30,F,Other,Violent Crime,8,No,,Thursday,Morning,Pending,Adult,N/A
12243,5/25/2021,5/25/2021,25-05-2021 21:29,Mumbai,584,PUBLIC INTOXICATION,37,F,None,Other Crime,6,No,,Tuesday,Night,Pending,Adult,N/A
17367,12/25/2021,12/24/2021,25-12-2021 05:44,Hyderabad,531,VEHICLE - STOLEN,56,Other,Poison,Violent Crime,4,Yes,1/8/2022,Friday,Night,Solved,Adult,14
4660,7/14/2020,7/13/2020,13-07-2020 15:02,Patna,158,TRAFFIC VIOLATION,29,M,None,Traffic Fatality,2,No,,Monday,Afternoon,Pending,Adult,N/A
33163,10/14/2023,10/13/2023,14-10-2023 10:37,Bangalore,463,EXTORTION,47,F,Explosives,Other Crime,1,Yes,11/23/2023,Friday,Afternoon,Solved,Adult,40
26570,1/13/2023,12/1/2023,12-01-2023 8:59,Mumbai,244,EXTORTION,30,M,Blunt Object,Other Crime,14,Yes,3/20/2023,Friday,Afternoon,Solved,Adult,66
34419,12/5/2023,5/12/2023,05-12-2023 18:18,Surat,540,CYBERCRIME,33,F,Blunt Object,Other Crime,6,Yes,1/10/2024,Friday,Morning,Solved,Adult,36
39131,6/18/2024,6/18/2024,19-06-2024 06:07,Kanpur,469,CYBERCRIME,14,M,Knife,Other Crime,3,Yes,6/26/2024,Tuesday,Evening,Solved,Minor,8
14030,8/8/2021,7/8/2021,07-08-2021 16:48,Delhi,395,ARSON,14,F,Other,Fire Accident,7,Yes,11/1/2021,Thursday,Morning,Solved,Minor,85
22386,7/24/2022,7/21/2022,21-07-2022 20:22,Chennai,211,KIDNAPPING,26,Other,Explosives,Other Crime,4,No,,Thursday,Night,Pending,Adult,N/A
1891,3/22/2020,3/19/2020,20-03-2020 05:04,Surat,277,EXTORTION,67,F,Blunt Object,Other Crime,18,Yes,6/4/2020,Thursday,Evening,Solved,Senior,74
29388,5/9/2023,9/5/2023,10-05-2023 4:23,Mumbai,580,FIREARM OFFENSE,38,M,Explosives,Fire Accident,12,No,,Tuesday,Morning,Pending,Adult,N/A
31664,8/14/2023,12/8/2023,12-08-2023 7:28,Mumbai,493,COUNTERFEITING,13,F,Poison,Other Crime,3,Yes,10/29/2023,Friday,Afternoon,Solved,Minor,76
9347,1/27/2021,1/24/2021,24-01-2021 18:44,Delhi,217,IDENTITY THEFT,45,F,Poison,Violent Crime,4,No,,Sunday,Night,Pending,Adult,N/A
31148,7/23/2023,7/21/2023,22-07-2023 03:58,Pune,351,EXTORTION,34,M,Poison,Other Crime,5,No,,Friday,Night,Pending,Adult,N/A
5058,7/30/2020,7/29/2020,29-07-2020 21:35,Chennai,288,PUBLIC INTOXICATION,22,F,Explosives,Other Crime,19,Yes,8/28/2020,Wednesday,Night,Solved,Adult,29
24839,11/2/2022,10/31/2022,01-11-2022 7:14,Lucknow,439,BURGLARY,49,F,Explosives,Other Crime,13,No,,Monday,Morning,Pending,Adult,N/A
24433,10/16/2022,10/15/2022,15-10-2022 08:30,Hyderabad,150,DRUG OFFENSE,77,Other,Knife,Other Crime,2,No,,Saturday,Afternoon,Pending,Senior,N/A
36234,2/19/2024,2/18/2024,19-02-2024 10:50,Hyderabad,271,EXTORTION,54,F,Other,Other Crime,7,Yes,3/11/2024,Sunday,Evening,Solved,Adult,21
542,1/26/2020,1/23/2020,24-01-2020 05:28,Delhi,186,CYBERCRIME,11,M,Blunt Object,Other Crime,5,No,,Thursday,Night,Pending,Minor,N/A
20619,5/10/2022,9/5/2022,09-05-2022 16:21,Thane,198,TRAFFIC VIOLATION,53,M,Other,Traffic Fatality,3,No,,Monday,Morning,Pending,Adult,N/A
1030,2/13/2020,12/2/2020,13-02-2020 18:33,Bhopal,219,COUNTERFEITING,52,M,Knife,Other Crime,8,Yes,4/23/2020,Wednesday,Afternoon,Solved,Adult,70
29168,5/1/2023,4/30/2023,30-04-2023 22:46,Delhi,501,ARSON,47,M,Firearm,Fire Accident,10,No,,Sunday,Night,Pending,Adult,N/A
18186,1/28/2022,1/27/2022,28-01-2022 11:38,Delhi,148,ILLEGAL POSSESSION,11,F,Blunt Object,Other Crime,4,No,,Thursday,Night,Pending,Minor,N/A
14769,9/7/2021,7/9/2021,08-09-2021 2:45,Hyderabad,339,SHOPLIFTING,18,F,Firearm,Other Crime,3,Yes,9/14/2021,Friday,Morning,Solved,Adult,7
21939,7/4/2022,3/7/2022,03-07-2022 3:18,Bangalore,520,EXTORTION,49,M,Knife,Other Crime,12,Yes,9/6/2022,Monday,Morning,Solved,Adult,64
39888,7/22/2024,7/19/2024,20-07-2024 15:31,Thane,467,SEXUAL ASSAULT,52,F,Firearm,Violent Crime,5,No,,Friday,Evening,Pending,Adult,N/A
4886,7/23/2020,7/22/2020,23-07-2020 12:12,Hyderabad,449,SEXUAL ASSAULT,17,M,Other,Violent Crime,8,Yes,3/4/2021,Wednesday,Night,Solved,Minor,224
19078,3/6/2022,5/3/2022,06-03-2022 5:45,Mumbai,232,ILLEGAL POSSESSION,70,M,Knife,Other Crime,12,Yes,4/4/2022,Tuesday,Morning,Solved,Senior,29
34704,12/19/2023,12/16/2023,17-12-2023 17:57,Delhi,344,ARSON,48,F,Knife,Fire Accident,3,Yes,2/28/2024,Saturday,Evening,Solved,Adult,71
25657,12/6/2022,5/12/2022,05-12-2022 19:29,Bangalore,327,TRAFFIC VIOLATION,59,F,Firearm,Traffic Fatality,4,Yes,12/18/2022,Thursday,Morning,Solved,Adult,12
39394,6/30/2024,6/29/2024,29-06-2024 22:33,Mumbai,307,ARSON,59,M,Knife,Fire Accident,15,Yes,8/3/2024,Saturday,Night,Solved,Adult,34
32886,10/3/2023,2/10/2023,02-10-2023 20:34,Hyderabad,512,CYBERCRIME,63,F,Knife,Other Crime,11,Yes,12/16/2023,Friday,Morning,Solved,Senior,74
21890,7/1/2022,1/7/2022,01-07-2022 23:07,Ahmedabad,445,ROBBERY,79,Other,Blunt Object,Violent Crime,2,Yes,12/7/2022,Friday,Morning,Solved,Senior,159
11453,4/24/2021,4/22/2021,22-04-2021 09:07,Agra,261,DOMESTIC VIOLENCE,43,F,Firearm,Violent Crime,17,No,,Thursday,Night,Pending,Adult,N/A
31166,7/23/2023,7/22/2023,23-07-2023 08:14,Jaipur,428,FIREARM OFFENSE,16,F,Firearm,Fire Accident,15,No,,Saturday,Night,Pending,Minor,N/A
1313,2/26/2020,2/24/2020,25-02-2020 07:27,Varanasi,362,VANDALISM,75,F,Firearm,Other Crime,15,Yes,5/5/2020,Monday,Night,Solved,Senior,69
19652,3/30/2022,3/29/2022,30-03-2022 15:57,Mumbai,363,DRUG OFFENSE,35,Other,Firearm,Other Crime,2,No,,Tuesday,Night,Pending,Adult,N/A
37948,4/30/2024,4/30/2024,30-04-2024 16:17,Nagpur,399,SHOPLIFTING,30,F,Other,Other Crime,6,No,,Tuesday,Night,Pending,Adult,N/A
24929,11/5/2022,4/11/2022,04-11-2022 20:59,Bhopal,454,PUBLIC INTOXICATION,63,F,Blunt Object,Other Crime,12,No,,Monday,Morning,Pending,Senior,N/A
18325,2/2/2022,2/2/2022,02-02-2022 12:38,Kolkata,285,CYBERCRIME,62,M,Blunt Object,Other Crime,12,Yes,2/18/2022,Wednesday,Morning,Solved,Senior,16
7572,11/13/2020,11/11/2020,12-11-2020 3:57,Hyderabad,222,ROBBERY,19,F,Poison,Violent Crime,11,Yes,4/13/2021,Wednesday,Afternoon,Solved,Adult,151
38227,5/12/2024,11/5/2024,12-05-2024 14:16,Nashik,348,ARSON,24,F,Other,Fire Accident,5,Yes,8/4/2024,Tuesday,Afternoon,Solved,Adult,84
19751,4/5/2022,2/4/2022,03-04-2022 8:31,Delhi,196,EXTORTION,52,M,Explosives,Other Crime,5,No,,Friday,Morning,Pending,Adult,N/A
12740,6/16/2021,6/14/2021,14-06-2021 21:14,Bhopal,217,ASSAULT,42,F,Other,Violent Crime,4,No,,Monday,Afternoon,Pending,Adult,N/A
29304,5/6/2023,5/5/2023,06-05-2023 10:38,Mumbai,580,BURGLARY,77,F,Other,Other Crime,4,No,,Friday,Morning,Pending,Senior,N/A
2290,4/6/2020,5/4/2020,05-04-2020 13:43,Delhi,379,BURGLARY,54,M,Poison,Other Crime,11,Yes,8/28/2020,Monday,Morning,Solved,Adult,144
28936,4/23/2023,4/20/2023,21-04-2023 05:08,Mumbai,557,SEXUAL ASSAULT,57,Other,Firearm,Violent Crime,9,No,,Thursday,Night,Pending,Adult,N/A
23506,9/6/2022,6/9/2022,06-09-2022 17:10,Mumbai,356,ARSON,19,M,Firearm,Fire Accident,10,Yes,11/26/2022,Thursday,Morning,Solved,Adult,81
6487,9/29/2020,9/27/2020,27-09-2020 20:20,Chennai,183,SEXUAL ASSAULT,11,M,Other,Violent Crime,4,No,,Sunday,Night,Pending,Minor,N/A
34916,12/25/2023,12/25/2023,26-12-2023 18:56,Mumbai,225,FIREARM OFFENSE,52,M,None,Fire Accident,18,Yes,3/21/2024,Monday,Night,Solved,Adult,87
33649,11/3/2023,3/11/2023,03-11-2023 8:40,Mumbai,185,KIDNAPPING,77,F,None,Other Crime,14,Yes,12/14/2023,Saturday,Morning,Solved,Senior,41
35236,1/10/2024,8/1/2024,09-01-2024 2:53,Surat,329,DRUG OFFENSE,46,M,Explosives,Other Crime,9,No,,Thursday,Morning,Pending,Adult,N/A
3024,5/7/2020,5/5/2020,06-05-2020 0:21,Ahmedabad,256,CYBERCRIME,22,M,Poison,Other Crime,13,No,,Tuesday,Morning,Pending,Adult,N/A
7567,11/11/2020,11/11/2020,11-11-2020 9:29,Nagpur,267,ROBBERY,48,F,Poison,Violent Crime,16,No,,Wednesday,Morning,Pending,Adult,N/A
29978,6/4/2023,3/6/2023,03-06-2023 1:36,Varanasi,508,ILLEGAL POSSESSION,47,F,Poison,Other Crime,15,Yes,7/11/2023,Monday,Morning,Solved,Adult,37
29222,5/3/2023,2/5/2023,02-05-2023 16:20,Pune,520,DOMESTIC VIOLENCE,50,F,Other,Violent Crime,12,Yes,6/1/2023,Sunday,Morning,Solved,Adult,29
2123,3/29/2020,3/29/2020,29-03-2020 17:24,Delhi,178,VEHICLE - STOLEN,79,F,Firearm,Violent Crime,2,Yes,4/13/2020,Sunday,Night,Solved,Senior,15
36462,3/1/2024,2/28/2024,29-02-2024 04:00,Kanpur,135,VANDALISM,37,F,None,Other Crime,11,Yes,3/20/2024,Wednesday,Night,Solved,Adult,19
4465,7/7/2020,5/7/2020,05-07-2020 6:58,Bangalore,242,ILLEGAL POSSESSION,21,M,None,Other Crime,18,No,,Thursday,Morning,Pending,Adult,N/A
29735,5/25/2023,5/23/2023,24-05-2023 14:47,Mumbai,462,DOMESTIC VIOLENCE,17,F,Other,Violent Crime,3,No,,Tuesday,Night,Pending,Minor,N/A
18251,1/31/2022,1/30/2022,30-01-2022 19:58,Chennai,203,ASSAULT,16,M,Explosives,Violent Crime,19,No,,Sunday,Night,Pending,Minor,N/A
11931,5/13/2021,12/5/2021,12-05-2021 9:41,Kolkata,492,IDENTITY THEFT,40,F,Knife,Violent Crime,11,Yes,7/21/2021,Sunday,Afternoon,Solved,Adult,69
31650,8/11/2023,11/8/2023,12-08-2023 8:02,Bangalore,156,PUBLIC INTOXICATION,76,M,Blunt Object,Other Crime,2,Yes,9/1/2023,Wednesday,Afternoon,Solved,Senior,21
10179,2/28/2021,2/28/2021,28-02-2021 07:42,Patna,502,HOMICIDE,66,F,Knife,Other Crime,8,No,,Sunday,Night,Pending,Senior,N/A
13684,7/25/2021,7/24/2021,24-07-2021 07:27,Delhi,368,HOMICIDE,41,M,Other,Other Crime,4,Yes,11/9/2022,Saturday,Night,Solved,Adult,472
39944,7/23/2024,7/22/2024,22-07-2024 20:31,Jaipur,106,ROBBERY,66,F,None,Violent Crime,13,Yes,12/3/2024,Monday,Night,Solved,Senior,133
38685,6/1/2024,5/30/2024,31-05-2024 12:47,Mumbai,536,TRAFFIC VIOLATION,39,F,None,Traffic Fatality,19,Yes,6/26/2024,Thursday,Night,Solved,Adult,25
2281,4/6/2020,5/4/2020,05-04-2020 21:56,Mumbai,238,ASSAULT,61,F,Firearm,Violent Crime,3,Yes,6/25/2020,Monday,Morning,Solved,Senior,80
26624,1/16/2023,1/14/2023,15-01-2023 00:12,Meerut,334,PUBLIC INTOXICATION,71,F,Firearm,Other Crime,18,No,,Saturday,Afternoon,Pending,Senior,N/A
23471,9/7/2022,4/9/2022,05-09-2022 2:25,Mumbai,357,BURGLARY,41,F,Knife,Other Crime,7,Yes,10/8/2022,Saturday,Morning,Solved,Adult,31
25035,11/9/2022,9/11/2022,09-11-2022 5:21,Ghaziabad,377,DOMESTIC VIOLENCE,71,M,Knife,Violent Crime,6,No,,Sunday,Morning,Pending,Senior,N/A
25837,12/12/2022,12/12/2022,13-12-2022 07:23,Chennai,289,ILLEGAL POSSESSION,63,Other,Explosives,Other Crime,17,Yes,2/27/2023,Monday,Afternoon,Solved,Senior,77
16317,11/12/2021,10/11/2021,11-11-2021 2:50,Hyderabad,271,BURGLARY,44,M,None,Other Crime,6,Yes,4/2/2022,Monday,Morning,Solved,Adult,141
22795,8/8/2022,7/8/2022,08-08-2022 7:02,Hyderabad,297,BURGLARY,22,M,Other,Other Crime,6,No,,Friday,Morning,Pending,Adult,N/A
36302,2/23/2024,2/21/2024,22-02-2024 12:51,Delhi,420,ROBBERY,14,F,Explosives,Violent Crime,2,No,,Wednesday,Night,Pending,Minor,N/A
23682,9/13/2022,9/13/2022,13-09-2022 19:03,Varanasi,560,EXTORTION,27,M,Knife,Other Crime,10,No,,Tuesday,Afternoon,Pending,Adult,N/A
12166,5/23/2021,5/21/2021,21-05-2021 21:10,Thane,517,VANDALISM,70,F,Knife,Other Crime,19,Yes,7/31/2021,Friday,Night,Solved,Senior,69
37346,4/6/2024,5/4/2024,05-04-2024 9:54,Bangalore,400,COUNTERFEITING,59,F,Poison,Other Crime,4,No,,Saturday,Morning,Pending,Adult,N/A
33462,10/27/2023,10/26/2023,26-10-2023 09:02,Jaipur,490,FRAUD,52,F,Knife,Other Crime,9,Yes,12/9/2023,Thursday,Night,Solved,Adult,43
27091,2/5/2023,2/2/2023,03-02-2023 2:05,Bhopal,432,SEXUAL ASSAULT,31,Other,Other,Violent Crime,3,No,,Thursday,Morning,Pending,Adult,N/A
21213,6/2/2022,2/6/2022,03-06-2022 19:38,Srinagar,287,COUNTERFEITING,42,Other,Explosives,Other Crime,17,Yes,8/28/2022,Sunday,Morning,Solved,Adult,87
28027,3/14/2023,3/13/2023,13-03-2023 18:23,Hyderabad,160,COUNTERFEITING,31,M,Explosives,Other Crime,16,No,,Monday,Afternoon,Pending,Adult,N/A
21173,6/3/2022,1/6/2022,02-06-2022 3:09,Mumbai,563,TRAFFIC VIOLATION,41,F,Blunt Object,Traffic Fatality,9,No,,Thursday,Morning,Pending,Adult,N/A
36803,3/15/2024,3/13/2024,13-03-2024 22:45,Rajkot,464,DRUG OFFENSE,62,F,Firearm,Other Crime,12,No,,Wednesday,Afternoon,Pending,Senior,N/A
12223,5/27/2021,5/24/2021,24-05-2021 09:43,Kanpur,163,VEHICLE - STOLEN,54,F,Explosives,Violent Crime,12,No,,Monday,Night,Pending,Adult,N/A
28042,3/16/2023,3/14/2023,15-03-2023 02:16,Lucknow,267,VANDALISM,59,Other,Firearm,Other Crime,10,Yes,4/1/2023,Tuesday,Afternoon,Solved,Adult,16
12171,5/22/2021,5/22/2021,22-05-2021 23:42,Kalyan,250,EXTORTION,43,F,Firearm,Other Crime,12,No,,Saturday,Night,Pending,Adult,N/A
2288,4/8/2020,5/4/2020,05-04-2020 17:18,Lucknow,209,FIREARM OFFENSE,22,M,Blunt Object,Fire Accident,14,No,,Monday,Morning,Pending,Adult,N/A
28720,4/13/2023,11/4/2023,11-04-2023 21:40,Chennai,494,ROBBERY,64,F,Firearm,Violent Crime,17,Yes,5/20/2023,Saturday,Morning,Solved,Senior,37
5281,8/10/2020,8/8/2020,08-08-2020 14:10,Hyderabad,268,IDENTITY THEFT,37,F,None,Violent Crime,12,No,,Saturday,Morning,Pending,Adult,N/A
36691,3/9/2024,8/3/2024,09-03-2024 6:40,Varanasi,294,SEXUAL ASSAULT,24,F,Poison,Violent Crime,10,No,,Saturday,Morning,Pending,Adult,N/A
21084,5/30/2022,5/28/2022,28-05-2022 12:21,Hyderabad,214,DOMESTIC VIOLENCE,75,M,Other,Violent Crime,7,No,,Saturday,Night,Pending,Senior,N/A
16489,11/19/2021,11/18/2021,18-11-2021 15:35,Ludhiana,339,ILLEGAL POSSESSION,53,F,Knife,Other Crime,15,Yes,1/10/2022,Thursday,Evening,Solved,Adult,52
2777,4/26/2020,4/25/2020,26-04-2020 11:44,Meerut,596,DOMESTIC VIOLENCE,64,F,Blunt Object,Violent Crime,17,No,,Saturday,Night,Pending,Senior,N/A
11218,4/12/2021,12/4/2021,12-04-2021 22:56,Chennai,297,SHOPLIFTING,13,F,Blunt Object,Other Crime,17,No,,Saturday,Afternoon,Pending,Minor,N/A
31379,8/3/2023,7/31/2023,31-07-2023 13:31,Mumbai,242,DOMESTIC VIOLENCE,49,F,Firearm,Violent Crime,7,Yes,9/13/2023,Monday,Night,Solved,Adult,41
5269,8/9/2020,7/8/2020,08-08-2020 11:23,Chennai,348,FIREARM OFFENSE,78,F,Poison,Fire Accident,5,No,,Wednesday,Morning,Pending,Senior,N/A
32694,9/25/2023,9/24/2023,24-09-2023 21:40,Delhi,452,DRUG OFFENSE,51,M,Other,Other Crime,9,Yes,11/24/2023,Sunday,Night,Solved,Adult,60
2679,4/22/2020,4/21/2020,22-04-2020 09:10,Meerut,383,BURGLARY,70,M,None,Other Crime,3,No,,Tuesday,Night,Pending,Senior,N/A
12629,6/12/2021,10/6/2021,10-06-2021 16:06,Ghaziabad,339,FIREARM OFFENSE,14,F,Knife,Fire Accident,19,Yes,7/3/2021,Wednesday,Morning,Solved,Minor,21
18284,2/3/2022,1/31/2022,01-02-2022 11:44,Kolkata,116,KIDNAPPING,42,F,Other,Other Crime,13,No,,Monday,Morning,Pending,Adult,N/A
8499,12/21/2020,12/20/2020,20-12-2020 20:06,Delhi,593,DRUG OFFENSE,54,F,Knife,Other Crime,7,Yes,2/15/2021,Sunday,Evening,Solved,Adult,56
10642,3/20/2021,3/19/2021,19-03-2021 11:51,Delhi,431,ROBBERY,45,F,None,Violent Crime,11,No,,Friday,Evening,Pending,Adult,N/A
6765,10/8/2020,8/10/2020,09-10-2020 13:17,Chennai,402,VANDALISM,10,F,Blunt Object,Other Crime,16,No,,Monday,Morning,Pending,Minor,N/A
18171,1/28/2022,1/27/2022,27-01-2022 22:22,Mumbai,183,KIDNAPPING,16,M,Other,Other Crime,16,No,,Thursday,Night,Pending,Minor,N/A
36263,2/22/2024,2/19/2024,19-02-2024 23:48,Ahmedabad,512,CYBERCRIME,63,F,Explosives,Other Crime,19,No,,Monday,Evening,Pending,Senior,N/A
30804,7/7/2023,7/7/2023,07-07-2023 15:15,Delhi,259,ROBBERY,75,F,Explosives,Violent Crime,5,No,,Friday,Morning,Pending,Senior,N/A
30329,6/18/2023,6/17/2023,18-06-2023 15:56,Pune,381,ROBBERY,58,M,Knife,Violent Crime,5,No,,Saturday,Evening,Pending,Adult,N/A
18996,3/3/2022,2/3/2022,03-03-2022 7:35,Kolkata,179,HOMICIDE,65,M,Firearm,Other Crime,13,No,,Thursday,Morning,Pending,Senior,N/A
36303,2/22/2024,2/21/2024,22-02-2024 02:42,Mumbai,246,FRAUD,29,F,Firearm,Other Crime,3,No,,Wednesday,Night,Pending,Adult,N/A
5847,9/2/2020,8/31/2020,31-08-2020 20:34,Delhi,204,FIREARM OFFENSE,76,M,Poison,Fire Accident,1,No,,Monday,Night,Pending,Senior,N/A
29826,5/30/2023,5/27/2023,28-05-2023 09:04,Surat,495,EXTORTION,72,F,Firearm,Other Crime,14,Yes,7/6/2023,Saturday,Night,Solved,Senior,37
7474,11/8/2020,7/11/2020,08-11-2020 3:12,Indore,307,SEXUAL ASSAULT,48,F,Other,Violent Crime,4,Yes,12/21/2021,Saturday,Morning,Solved,Adult,408
27306,2/11/2023,11/2/2023,11-02-2023 20:20,Ghaziabad,533,EXTORTION,21,Other,Other,Other Crime,3,Yes,3/10/2023,Thursday,Morning,Solved,Adult,27
9641,2/6/2021,5/2/2021,06-02-2021 3:42,Delhi,529,ARSON,13,F,Other,Fire Accident,15,Yes,3/12/2021,Sunday,Morning,Solved,Minor,34
22590,7/31/2022,7/30/2022,30-07-2022 20:58,Bangalore,441,ILLEGAL POSSESSION,64,M,Poison,Other Crime,1,Yes,10/17/2022,Saturday,Night,Solved,Senior,78
37882,4/29/2024,4/27/2024,27-04-2024 21:55,Thane,337,SHOPLIFTING,51,F,Poison,Other Crime,7,Yes,6/10/2024,Saturday,Night,Solved,Adult,42
3513,5/28/2020,5/26/2020,26-05-2020 12:13,Kalyan,110,PUBLIC INTOXICATION,66,F,Knife,Other Crime,6,Yes,5/31/2020,Tuesday,Night,Solved,Senior,3
22201,7/14/2022,7/14/2022,14-07-2022 13:14,Hyderabad,103,VEHICLE - STOLEN,39,F,None,Violent Crime,19,Yes,8/15/2022,Thursday,Afternoon,Solved,Adult,32
25952,12/17/2022,12/17/2022,18-12-2022 01:37,Kolkata,263,VEHICLE - STOLEN,66,M,None,Violent Crime,5,No,,Saturday,Evening,Pending,Senior,N/A
23088,8/21/2022,8/19/2022,20-08-2022 20:54,Kolkata,337,DOMESTIC VIOLENCE,26,F,Other,Violent Crime,5,No,,Friday,Evening,Pending,Adult,N/A
40121,7/31/2024,7/29/2024,30-07-2024 08:35,Delhi,162,CYBERCRIME,51,F,Blunt Object,Other Crime,12,Yes,9/2/2024,Monday,Night,Solved,Adult,33
29090,4/27/2023,4/27/2023,27-04-2023 08:54,Lucknow,300,IDENTITY THEFT,69,Other,Explosives,Violent Crime,18,Yes,6/23/2023,Thursday,Night,Solved,Senior,57
30267,6/16/2023,6/15/2023,15-06-2023 18:34,Bangalore,273,BURGLARY,49,M,Knife,Other Crime,10,Yes,12/12/2023,Thursday,Afternoon,Solved,Adult,179
27997,3/14/2023,12/3/2023,12-03-2023 21:35,Ahmedabad,357,ILLEGAL POSSESSION,55,M,Firearm,Other Crime,14,Yes,3/28/2023,Sunday,Afternoon,Solved,Adult,14
23490,9/7/2022,5/9/2022,06-09-2022 3:06,Bangalore,179,BURGLARY,60,M,None,Other Crime,11,No,,Monday,Morning,Pending,Senior,N/A
11400,4/20/2021,4/19/2021,20-04-2021 13:57,Chennai,135,VEHICLE - STOLEN,11,F,Other,Violent Crime,7,No,,Monday,Evening,Pending,Minor,N/A
6935,10/16/2020,10/15/2020,16-10-2020 17:40,Mumbai,543,VANDALISM,51,F,Poison,Other Crime,9,Yes,1/5/2021,Thursday,Afternoon,Solved,Adult,81
8475,12/21/2020,12/19/2020,19-12-2020 07:06,Mumbai,188,VEHICLE - STOLEN,19,M,Poison,Violent Crime,2,Yes,12/29/2020,Saturday,Evening,Solved,Adult,8
11159,4/11/2021,9/4/2021,10-04-2021 12:12,Delhi,383,HOMICIDE,58,F,Poison,Other Crime,10,Yes,1/10/2022,Saturday,Morning,Solved,Adult,274
31785,8/20/2023,8/17/2023,17-08-2023 20:26,Surat,362,DOMESTIC VIOLENCE,21,F,Explosives,Violent Crime,15,Yes,9/12/2023,Thursday,Evening,Solved,Adult,23
26254,1/1/2023,12/29/2022,30-12-2022 15:33,Mumbai,206,SEXUAL ASSAULT,60,F,Poison,Violent Crime,13,Yes,4/14/2024,Thursday,Night,Solved,Senior,469
22911,8/14/2022,12/8/2022,13-08-2022 09:00,Nagpur,335,SHOPLIFTING,34,M,Blunt Object,Other Crime,5,No,,Thursday,Afternoon,Pending,Adult,N/A
33695,11/6/2023,4/11/2023,05-11-2023 8:36,Hyderabad,508,FIREARM OFFENSE,35,F,Poison,Fire Accident,12,Yes,11/27/2023,Tuesday,Morning,Solved,Adult,21
1964,3/25/2020,3/22/2020,22-03-2020 23:09,Pune,329,SEXUAL ASSAULT,50,F,None,Violent Crime,11,No,,Sunday,Night,Pending,Adult,N/A
25690,12/7/2022,6/12/2022,06-12-2022 22:33,Nashik,251,TRAFFIC VIOLATION,46,M,Blunt Object,Traffic Fatality,17,Yes,12/29/2022,Sunday,Morning,Solved,Adult,22
17374,12/25/2021,12/24/2021,25-12-2021 13:20,Bangalore,139,CYBERCRIME,32,Other,Explosives,Other Crime,16,No,,Friday,Night,Pending,Adult,N/A
6198,9/15/2020,9/15/2020,15-09-2020 15:53,Ahmedabad,414,SEXUAL ASSAULT,68,M,Explosives,Violent Crime,6,No,,Tuesday,Afternoon,Pending,Senior,N/A
11092,4/9/2021,7/4/2021,07-04-2021 19:08,Ahmedabad,344,VEHICLE - STOLEN,60,F,Blunt Object,Violent Crime,8,No,,Sunday,Morning,Pending,Senior,N/A
18022,1/22/2022,1/20/2022,21-01-2022 14:05,Surat,301,CYBERCRIME,18,F,Poison,Other Crime,2,Yes,4/8/2022,Thursday,Night,Solved,Adult,76
26218,12/29/2022,12/28/2022,28-12-2022 16:52,Delhi,397,ROBBERY,28,M,Firearm,Violent Crime,11,No,,Wednesday,Night,Pending,Adult,N/A
27000,2/1/2023,1/29/2023,30-01-2023 20:30,Hyderabad,530,FIREARM OFFENSE,65,M,Knife,Fire Accident,14,No,,Sunday,Night,Pending,Senior,N/A
24262,10/9/2022,7/10/2022,08-10-2022 16:32,Mumbai,521,ARSON,69,M,Other,Fire Accident,9,No,,Sunday,Morning,Pending,Senior,N/A
14041,8/10/2021,8/8/2021,08-08-2021 9:30,Delhi,445,PUBLIC INTOXICATION,30,M,Explosives,Other Crime,19,No,,Sunday,Morning,Pending,Adult,N/A
26751,1/20/2023,1/19/2023,19-01-2023 16:10,Kolkata,429,DRUG OFFENSE,67,Other,Explosives,Other Crime,13,Yes,2/16/2023,Thursday,Evening,Solved,Senior,27
4367,7/1/2020,6/30/2020,01-07-2020 18:52,Hyderabad,236,VEHICLE - STOLEN,78,M,Knife,Violent Crime,16,No,,Tuesday,Morning,Pending,Senior,N/A
28002,3/13/2023,12/3/2023,13-03-2023 15:22,Indore,415,CYBERCRIME,30,Other,Other,Other Crime,4,No,,Sunday,Afternoon,Pending,Adult,N/A
1686,3/12/2020,11/3/2020,11-03-2020 12:20,Delhi,389,COUNTERFEITING,58,M,Poison,Other Crime,1,Yes,5/6/2020,Tuesday,Morning,Solved,Adult,55
13544,7/19/2021,7/18/2021,18-07-2021 14:08,Mumbai,331,KIDNAPPING,32,F,Firearm,Other Crime,11,No,,Sunday,Evening,Pending,Adult,N/A
38812,6/5/2024,5/6/2024,06-06-2024 1:14,Surat,444,EXTORTION,54,F,Firearm,Other Crime,14,Yes,8/12/2024,Monday,Morning,Solved,Adult,68
33673,11/6/2023,4/11/2023,04-11-2023 7:03,Kalyan,189,DRUG OFFENSE,55,M,Explosives,Other Crime,12,Yes,11/24/2023,Tuesday,Morning,Solved,Adult,18
